nct_id,brief_title,lead_sponsor,sponsor_class,resolved_company,ticker,exchange,investability_class,phases,study_status,primary_completion_date,primary_completion_date_type,conditions,drug_interventions,primary_outcome_measure,source_url,verification_status,sponsor_resolution_basis,notes
NCT06772168,Evaluate the Efficacy and Safety of CMG190303 in Patients With Type 2 Diabetes and Dyslipidemia,CMG Pharmaceutical Co. Ltd,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2026-11-04,ESTIMATED,Dyslipidemia,CMG190303(Dapagliflozin/Rosuvastatin); Comparator 1: Dapagliflozin/Rosuvastatin placebo; Rosuvastatin/Dapagliflozin placebo,To compare the change in HbA1c (%),https://clinicaltrials.gov/study/NCT06772168,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: From enrollment to the end of treatment at 24 weeks
NCT03754790,"Long-term Safety and Efficacy Study of Fitusiran in Patients With Hemophilia A or B, With or Without Inhibitory Antibodies to Factor VIII or IX","Genzyme, a Sanofi Company",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Active Not Recruiting,2026-11-05,ESTIMATED,Hemophilia,Fitusiran,Number of participants with treatment emergent adverse events (TEAEs),https://clinicaltrials.gov/study/NCT03754790,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: from study baseline (day 1) up to maximum 88 months
NCT06834360,"A Phase 3 Study to Assess the Efficacy, Safety, and Tolerability of Itepekimab (Anti-IL-33 mAb) in Participants With Inadequately-controlled Chronic Rhinosinusitis With Nasal Polyps",Sanofi,INDUSTRY,Sanofi,SNY,NASDAQ (ADR),US-LISTED,Phase 3,Active Not Recruiting,2026-11-06,ESTIMATED,Chronic Rhinosinusitis With Nasal Polyps,Itepekimab (SAR440340); Placebo; Mometasone furoate nasal spray (MFNS),Change from baseline in the endoscopic NPS,https://clinicaltrials.gov/study/NCT06834360,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline to Week 24
NCT06135714,Metastasis-directed Therapy for Oligometastases of Breast Cancer,Tokyo Medical and Dental University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-11-08,ESTIMATED,Breast Cancer,Systemic therapy for 12 weeks after primary registration; Same systemic therapy after secondary registration,Overall survival after second registration,https://clinicaltrials.gov/study/NCT06135714,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 5 years
NCT06867991,Safety and Efficacy of Combined B Cell Depleting theRapy And Daratumumab In Autoimmune Encephalitis,The First People's Hospital of Changzhou,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-11-08,ESTIMATED,Anti-N-Methyl-D-Aspartate Receptor Encephalitis,Ofatumumab combined with daratumumab; Ofatumumab; Repeated intravenous immunoglobulin/plasma exchange therapy,"Time to mRS<=2, i.e. the proportion of patients with mRS scores of 0-2",https://clinicaltrials.gov/study/NCT06867991,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: week 16
NCT07165223,A Phase IIIb Clinical Study to Assess the Efficacy and Safety of GZR4 in Subjects With Type 2 Diabetes Mellitus Treated With Basal Insulin,Gan & Lee Pharmaceuticals.,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2026-11-10,ESTIMATED,Diabetes,GZR4; Insulin Icodec group,Change in HbA1c,https://clinicaltrials.gov/study/NCT07165223,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: From baseline (week 0) to week 26
NCT07686198,Study Comparing Two Serums With Intense Pulsed Light for the Treatment of Moderate to Severe Photodamage and Crepiness on the Forearms,"Goldman, Butterwick, Fitzpatrick and Groff",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Not Yet Recruiting,2026-11-10,ESTIMATED,Photodamaged Skin,Right Arm treated with Active Re-Q Pro-Longevity Serum and Intense Pulsed Light Therapy; Left Arm treated with vehicle serum and Intense Pulsed Light Therapy,Physician Global Aesthetic Improvement Scale (PGAIS):,https://clinicaltrials.gov/study/NCT07686198,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: Day 84 (Week 14 Post Second Treatment)
NCT04784715,"Trastuzumab Deruxtecan (T-DXd) With or Without Pertuzumab Versus Taxane, Trastuzumab and Pertuzumab in HER2-positive Metastatic Breast Cancer (DESTINY-Breast09)",AstraZeneca,INDUSTRY,AstraZeneca,AZN,NYSE,US-LISTED,Phase 3,Active Not Recruiting,2026-11-11,ESTIMATED,Breast Cancer; HER2-positive; Metastatic,Trastuzumab deruxtecan; Placebo; Taxane; Pertuzumab,Progression Free Survival (PFS) by Blinded Independent Central Review (BICR) assessment,https://clinicaltrials.gov/study/NCT04784715,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,"lead sponsor class: INDUSTRY | primary endpoint time frame: Until progression or death, assessed up to approximately 60 months"
NCT05050084,"Two Studies for Patients With Unfavorable Intermediate Risk Prostate Cancer Testing Less Intense Treatment for Patients With a Low Gene Risk Score and Testing a More Intense Treatment for Patients With a Higher Gene Risk Score, The Guidance Trial",NRG Oncology,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-11-11,ESTIMATED,Prostate Adenocarcinoma,Bicalutamide; Buserelin; Darolutamide; Degarelix,Distant metastasis (DM) (De-intensification study),https://clinicaltrials.gov/study/NCT05050084,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: OTHER | primary endpoint time frame: From randomization to the detection of distant metastasis by conventional imaging, assessed up to 5 years"
NCT06671548,Efficacy & Safety Study of Relugolix in Women With Heavy Menstrual Bleeding Associated With Uterine Fibroids,"Qilu Pharmaceutical Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2026-11-12,ESTIMATED,Heavy Menstrual Bleeding,Relugolix; Relugolix placebo,Percentage Of Participants Who Achieved A Menstrual Blood Loss (MBL) Volume Of < 80 mL And ≥ 50% Reduction From Baseline MBL Volume,https://clinicaltrials.gov/study/NCT06671548,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: From Baseline up to the last 35 days of the double-blind treatment period
NCT05646862,"A Study Evaluating the Efficacy and Safety of Inavolisib Plus Fulvestrant Compared With Alpelisib Plus Fulvestrant in Participants With HR-Positive, HER2-Negative, PIK3CA Mutated, Locally Advanced or Metastatic Breast Cancer Post CDK4/6i and Endocrine Combination Therapy",Hoffmann-La Roche,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2026-11-13,ESTIMATED,Breast Cancer,Inavolisib; Fulvestrant; Alpelisib; Bupropion,Blinded Independent Central Review (BICR)-Assessed Progression Free Survival (PFS),https://clinicaltrials.gov/study/NCT05646862,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: From randomization until disease progression or death due to any cause (up to approximately 64 months)
NCT05338190,Efficacy and Safety of Subcutaneous Belimumab or Placebo in Addition of Rituximab in Persistent or Chronic Immune Thrombocytopenia,Assistance Publique - Hôpitaux de Paris,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-11-14,ESTIMATED,Primary Immune Thrombocytopenia (ITP),Combination of Rituximab with subcutaneous belimumab; Combination of Rituximab with subcutaneous placebo,The overall response rate (CR + R) in both arms at W52,https://clinicaltrials.gov/study/NCT05338190,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: Week 52
NCT07770984,Treatment of CKD Patients With HCV,Tanta University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Not Yet Recruiting,2026-11-15,ESTIMATED,HCV Infection ( Genotype 4) in CKD Patients,SOF+DCV; OBV/PTV/r) ± ribavirin (RBV),Treatment efficacy,https://clinicaltrials.gov/study/NCT07770984,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: 12 weeks
NCT06055959,A Study to Evaluate Subcutaneous Zilucoplan in Pediatric Participants With Generalized Myasthenia Gravis,UCB Biopharma SRL,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 2 / Phase 3,Recruiting,2026-11-16,ESTIMATED,Generalized Myasthenia Gravis,Zilucoplan,Plasma concentrations of zilucoplan (ZLP) sampled at Week 4 (Day 29),https://clinicaltrials.gov/study/NCT06055959,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | Phase 2/3 combined study | primary endpoint time frame: Week 4 (Day 29)
NCT03348670,Pharmacogenomics IND Commercial SNP Clinical Study - Abiraterone and Single Nucleotide Polymorphisms,"Han Xu, M.D., Ph.D., FAPCR, Sponsor-Investigator, IRB Chair",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 2 / Phase 3,Active Not Recruiting,2026-11-18,ESTIMATED,Prostate Cancer,Abiraterone - Usual; Abiraterone - Study,"Measure and Report Abiraterone Drug Targets' SNP Genotypes which are effectiveness-associated, and which are risk-associated.",https://clinicaltrials.gov/study/NCT03348670,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | Phase 2/3 combined study | primary endpoint time frame: Up to 12 weeks
NCT04443413,Phase III Study of 5tx vs 15tx of RT (X-rays or Protons) Including RNI in Breast Cancer Patients,Mayo Clinic,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-11-19,ESTIMATED,Anatomic Stage I Breast Cancer AJCC v8,,Complication rate,https://clinicaltrials.gov/study/NCT04443413,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: At 24 months
NCT07229664,Vinpocetine in Patients With Parkinsonian Disease,Tanta University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Recruiting,2026-11-20,ESTIMATED,Parkinson Disease,Levodopa Carbidopa; Vinpocetine,Change in The Unified Parkinson's Disease Rating Scale (UPDRS).,https://clinicaltrials.gov/study/NCT07229664,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: 6 months
NCT07124221,A Phase III Clinical Study of Cabergoline Tablets Compared With Bromocriptine Mesylate Tablets,"Changchun GeneScience Pharmaceutical Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2026-11-21,ESTIMATED,Hyperprolactinemia,Cabergoline tablets; Bromocriptine mesylate tablets,The percentage of subjects whose serum PRL levels returned to normal,https://clinicaltrials.gov/study/NCT07124221,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: 14 weeks
NCT06585787,A Study to Evaluate KarXT as a Treatment for Psychosis Associated With Alzheimer's Disease (ADEPT-4),"Karuna Therapeutics, Inc., a Bristol Myers Squibb company",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2026-11-24,ESTIMATED,Alzheimer Disease,KarXT; Placebo,Change from baseline in Neuropsychiatric Inventory-Clinician: Hallucinations and Delusions (NPI-C: H+D) score,https://clinicaltrials.gov/study/NCT06585787,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Up to Week 14
NCT07057622,A Phase III Clinical Study to Compare the Safety and Efficacy of 177Lu-DOTATATE Injection and Long-acting Oxytrexine in Adult Patients With NETs,"HTA Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2026-11-24,ESTIMATED,NETS Ga68 Lu177,177Lu-DOTATATE injection; Octreotide LAR (Long-acting release),Compare the 18-month PFS rate of NET patients between 177Lu-DOTATATE Injection and long-acting octreotide,https://clinicaltrials.gov/study/NCT07057622,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: 18 months from enrollment to PFS
NCT03981796,A Study to Evaluate Dostarlimab Plus Carboplatin-paclitaxel Versus Placebo Plus Carboplatin-paclitaxel in Participants With Recurrent or Primary Advanced Endometrial Cancer,"Tesaro, Inc.",INDUSTRY,"Tesaro, Inc.",TSRO,NASDAQ (delisted 2019),US-LISTED,Phase 3,Active Not Recruiting,2026-11-26,ESTIMATED,Neoplasms,Placebo matching dostarlimab; Carboplatin; Paclitaxel; Niraparib,Parts 1 and 2: Progression-Free Survival (PFS) - investigator assessment,https://clinicaltrials.gov/study/NCT03981796,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: Up to 6 years
NCT04464525,Omecamtiv Mecarbil Post-trial Access Study,Cytokinetics,INDUSTRY,Cytokinetics,CYTK,NASDAQ,US-LISTED,Phase 3,Withdrawn,2026-11-27,ESTIMATED,Chronic Heart Failure With Reduced Ejection Fraction,Omecamtiv mecarbil,Number of participants administered omecamtiv mecarbil during the treatment period,https://clinicaltrials.gov/study/NCT04464525,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: Up to 252 weeks
NCT03772834,Methylphenidate and Exercise in Reducing Cancer-Related Fatigue in Patients With Prostate Cancer,M.D. Anderson Cancer Center,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Active Not Recruiting,2026-11-30,ESTIMATED,Prostate Carcinoma,Methylphenidate,Level of cancer-related fatigue in all groups,https://clinicaltrials.gov/study/NCT03772834,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: Up to 12 weeks
NCT05273307,Addressing Taste Dysfunction With Miraculin in Head and Neck Cancer Patients Receiving Radiation Therapy,"University of California, San Francisco",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-11-30,ESTIMATED,Head and Neck Cancer,Miraculin,Change in Taste Assessment scores over time,https://clinicaltrials.gov/study/NCT05273307,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: Up to 6 months
