company_name,ticker,drug_brand,drug_generic,decision_type,decision_date,indication,review_pathway,source_url_1,source_url_2,verification_status,notes,us_investable_class,classification_basis,exchange,decision_id
Novo Nordisk,,NovoLog,Insulin Aspart Recombinant,Approval,2000-06-07,"NovoLog is indicated for the treatment of adult patients with diabetes mellitus, for the control of hyperglycemia.",Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020986,Verified - FLAGGED (sponsor/equity not yet resolved),appl N020986; FDA-table applicant: Novo Nordisk,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D649
Debio Recherche,,Trelstar Depot,Triptorelin Pamoate,Approval,2000-06-15,Trelstar Depot is indicated for the palliative treatment of advanced prostate cancer.,Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020715,Verified - FLAGGED (sponsor/equity not yet resolved),appl N020715; FDA-table applicant: Debio Recherche,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D650
Texas Biotech,,Acova,Argatroban,Approval,2000-06-30,Acova is indicated as an anticoagulant for prophylaxis or treatment of thrombosis patients with heparin-induced thrombocytopenia.,Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020883,Verified - FLAGGED (sponsor/equity not yet resolved),appl N020883; FDA-table applicant: Texas Biotech,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D651
DuPont Pharmaceuticals (acquired by BMS 2001),,Innohep,Tinzaparin Sodium,Approval,2000-07-14,Innohep is indicated for the treatment of acute symptomatic deep vein thrombosis with or without pulmonary embolism when administered in conjunction with warfarin sodium.,Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020484,Verified,appl N020484; FDA-table applicant: Dupont,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Dupont' matched pattern 'DuPont Pharmaceuticals (acquired by BMS 2001)',,D652
Salix Pharm,,Colazal,Balsalazide Disodium),Approval,2000-07-18,Colazal is indicated for the treatment of mildly to moderate active ulcerative colitis.,Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020610,Verified - FLAGGED (sponsor/equity not yet resolved),appl N020610; FDA-table applicant: Salix Pharm,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D653
SKB Cons Healthcare,,Abreva,Docosanol,Approval,2000-07-25,Abreva is indicated for the treatment of cold sores and fever blisters.,Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020941,Verified - FLAGGED (sponsor/equity not yet resolved),appl N020941; FDA-table applicant: SKB Cons Healthcare,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D654
Ciba Vision,,Rescula,Unoprostone Isopropyl,Approval,2000-08-03,Rescula is indicated for the lowering of intraocular pressure in patients with open-angel glaucoma or ocular hypertension who are intolerant of other intraocular pressure lowering medications or insufficiently responsive (failed to achieve target IOP determined after multiple measurements over time) to another intraocular pressure lowering medication.,Priority,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021214,Verified - FLAGGED (sponsor/equity not yet resolved),appl N021214; FDA-table applicant: Ciba Vision,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D655
Serono,,Cetrotide,Cetrorelix Acetate,Approval,2000-08-11,Cetrotide is indicated for the prevention of premature LH surges in women undergoing controlled ovarian stimulation.,Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021197,Verified - FLAGGED (sponsor/equity not yet resolved),appl N021197; FDA-table applicant: Serono,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D656
Abbott Laboratories,ABT,Kaletra,Lopinavir; Ritonavir,Approval,2000-09-15,Keletra is indicated in combination with other antiretroviral agents for the treatment of HIV-1 infections in adults and pediatric patients age six months and older. [FDA table prints 'Keletra' in the indication text; brand column reads 'Kaletra'.],Priority,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021226,Verified,appl N021226; FDA-table applicant: Abbott Labs,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Abbott Labs' matched pattern 'Abbott Laboratories',NYSE,D657
Cell Therapeutics,,Trisenox,Arsenic Trioxide,Approval,2000-09-25,"Trisenox is indicated for induction of remission and consolidation in patients with acute promyelocytic leukemia (APL) who are refractory to, or have relapsed from, retinoid and anthracycline chemotherapy, and whose APL is characterized by the presence of the t(15;17) translocation or PML/RAR-alpha gene expression.",Priority,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021248,Verified - FLAGGED (sponsor/equity not yet resolved),appl N021248; FDA-table applicant: Cell Therapeutics,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D658
Population Council,,Mifeprex,Mifepristone,Approval,2000-09-28,Mifeprex is indicated for medical termination of intrauterine pregnancy through 49 days' pregnancy.,Priority,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020687,Verified - FLAGGED (sponsor/equity not yet resolved),appl N020687; FDA-table applicant: Population Council,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D659
The Medicines Company,,Angiomax,Bivalirudin,Approval,2000-12-15,Angiomax is used as an anticoagulant in patients with unstable angina undergoing percutaneous transluminal coronary angioplasty (PTCA).,Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020873,Verified - FLAGGED (sponsor/equity not yet resolved),appl N020873; FDA-table applicant: The Medicines Company,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D660
Novartis AG,NVS,Starlix,Nateglinide,Approval,2000-12-22,"Provides for the use of Starlix as monotherapy, as an adjunct to diet and exercise to improve gylcemic control in patients with type 2 diabetes. In addition, it provides for the use of Starlix concomitantly with metformin to improve glycemic control. [FDA table prints 'gylcemic'; verbatim.]",Standard,https://web.archive.org/web/20090709174610/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081685.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021204,Verified,appl N021204; FDA-table applicant: Novartis Pharms. primary SIX:NOVN,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Novartis Pharms' matched pattern 'Novartis AG',NYSE (ADR),D661
"Merck & Co., Inc.",MRK,Cancidas,Caspofungin Acetate,Approval,2001-01-26,Cancidas is indicated for the treatment of invasive aspergillosis in patients who are refractory to or intolerant of other therapies.,Priority,https://web.archive.org/web/20090709174616/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081684.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021227,Verified,appl N021227; FDA-table applicant: Merck Research Labs,US-LISTED,"derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Merck Research Labs' matched pattern 'Merck & Co., Inc.'",NYSE,D662
Pfizer Inc.,PFE,Geodon,Ziprasidone Hydrochloride,Approval,2001-02-05,Geodon is indicated for the treatment of schizophrenia.,Standard,https://web.archive.org/web/20090709174616/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081684.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020825,Verified,appl N020825; FDA-table applicant: Pfizer,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Pfizer' matched pattern 'Pfizer Inc.',NYSE,D663
Novartis AG,NVS,Foradil Aerolizer,Formoterol Fumarate,Approval,2001-02-16,"Foradil is indicated for the long-term administration in the maintenance treatment of asthma and in the prevention of bronchospasm in adults and children 5 years of age and older with reversible obstructive airways disease, including patients with symptoms of nocturnal asthma. Foradil is also indicated for the acute prevention of exercise-induced bronchospasm (EIB) in adults and children 12 years of age and older, when administered on an occasional, as-needed basis.",Standard,https://web.archive.org/web/20090709174616/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081684.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020831,Verified,appl N020831; FDA-table applicant: Novartis Pharms. primary SIX:NOVN,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Novartis Pharms' matched pattern 'Novartis AG',NYSE (ADR),D664
Janssen Pharmaceutica (Johnson & Johnson),JNJ,Reminyl,Galantamine Hydrobromide,Approval,2001-02-28,Reminyl is indicated for the treatment of mild to moderate dementia of the Alzheimer's type.,Standard,https://web.archive.org/web/20090709174616/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081684.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021169,Verified,appl N021169; FDA-table applicant: Janssen Research,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Janssen Research' matched pattern 'Janssen Pharmaceutica (Johnson & Johnson)',NYSE,D665
Allergan,,Lumigan,Bimatopros,Approval,2001-03-16,Lumigan is indicated for the reduction of elevated intraocular pressure in patients with open-angle glaucoma or ocular hypertension who are intolerant of other intraocular pressure lowering medications or insufficiently responsive (failed to achieve target IOP determined after multiple measurements over time) to another intraocular pressure lowering medication. [FDA table prints established name 'Bimatopros'; standard spelling is bimatoprost. Verbatim.],Priority,https://web.archive.org/web/20090709174616/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081684.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021275,Verified - FLAGGED (sponsor/equity not yet resolved),appl N021275; FDA-table applicant: Allergan,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D666
Alcon Universal,,Travatan,Travoprost,Approval,2001-03-16,Travatan is indicated for the reduction of intraocular pressure in patients with open-angle glaucoma or ocular hypertension who are intolerant of other intraocular pressure lowering medications or insufficiently responsive (failed to achieve target IOP determined after multiple measurements over time) to another intraocular pressure lowering medication.,Priority,https://web.archive.org/web/20090709174616/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081684.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021257,Verified - FLAGGED (sponsor/equity not yet resolved),appl N021257; FDA-table applicant: Alcon Universal,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D667
Pharmacia (acquired by Pfizer 2003),PGE?,Axert,Almotriptan Malate,Approval,2001-05-07,Axert is indicated for the acute treatment of migraine.,Standard,https://web.archive.org/web/20090709174616/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081684.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021001,Verified,appl N021001; FDA-table applicant: Pharmacia & Upjohn. Pharmacia Corp delisted 2003 into Pfizer,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Pharmacia & Upjohn' matched pattern 'Pharmacia (acquired by Pfizer 2003)',,D668
Novartis AG,NVS,Gleevec,Imatinib Mesylate,Approval,2001-05-10,"Gleevec is indicated for the treatment of patients with chronic myeloid leukemia (CML) in blast crisis, accelerated phase, or in chronic phase after failure of interferon-alpha therapy.",Priority,https://web.archive.org/web/20090709174616/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081684.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021335,Verified,appl N021335; FDA-table applicant: Novartis Pharms. primary SIX:NOVN,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Novartis Pharms' matched pattern 'Novartis AG',NYSE (ADR),D669
