nct_id,brief_title,lead_sponsor,sponsor_class,resolved_company,ticker,exchange,investability_class,phases,study_status,primary_completion_date,primary_completion_date_type,conditions,drug_interventions,primary_outcome_measure,source_url,verification_status,sponsor_resolution_basis,notes,window_source
NCT04523493,Phase III Study of Toripalimab（JS001） Combined With Lenvatinib for Advanced HCC,"Shanghai Junshi Bioscience Co., Ltd.",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Advanced Hepatocellular Carcinoma (HCC),,Overall survival (OS),https://clinicaltrials.gov/study/NCT04523493,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Up to 3 years,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04588311,ErythroPOietin Alfa to Prevent Mortality and Reduce Severe Disability in Critically Ill TRAUMA Patients,Australian and New Zealand Intensive Care Research Centre,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-31,ESTIMATED,Trauma,Epoetin Alfa 40000 UNT/ML; Sodium Chloride 0.9%,Combined proportion of participants who have died or have severe disability (WHODAS 2.0 > 25),https://clinicaltrials.gov/study/NCT04588311,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 6-months,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04625530,Perioperative Management in Gynaecological Carcinoma Surgery,"University Hospital, Basel, Switzerland",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Withdrawn,2026-12-31,ESTIMATED,Gynaecological Carcinoma,ferric carboxymaltose; tranexamic acid; ferric carboxymaltose and tranexamic acid,number of all perioperative (intraoperative and postoperative) administered RBC transfusions,https://clinicaltrials.gov/study/NCT04625530,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: day of surgery until follow up visit 5 (up to 28 days),clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04637282,"Safety, Tolerability, and Efficacy of PLX-200 in Patients With CLN3","Polaryx Therapeutics, Inc.",INDUSTRY,"Polaryx Therapeutics, Inc.",PLYX,,US-LISTED,Phase 3,Withdrawn,2026-12-31,ESTIMATED,Juvenile Neuronal Ceroid Lipofuscinosis,PLX-200; Placebo,Efficacy of PLX-200 in CLN3 as assessed by the change in the motor score of the Hamburg Rating Scale compared with that of the Placebo group,https://clinicaltrials.gov/study/NCT04637282,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),exact match (legal suffixes removed) against SEC company_tickers.json,lead sponsor class: INDUSTRY | primary endpoint time frame: 60 weeks,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04638790,First Line Chemotherapy for Classical Hodgkin Lymphoma in Russia (HL-Russia-1),"State Budgetary Healthcare Institution, National Medical Surgical Center N.A. N.I. Pirogov, Ministry of Health of Russia",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-31,ESTIMATED,"Hodgkin Lymphoma, Adult",Doxorubicin; Bleomycin; Vinblastine; Dacarbazine,Complete remission rate (CR),https://clinicaltrials.gov/study/NCT04638790,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: up to 6 months,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04691804,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Phase III Study of Fuzuloparib Combined With Abiraterone Acetate and Prednisone (AA-P) Versus Placebo Combined With AA-P as First-Line Treatment in Patients With Metastatic Castration-Resistant Prostate Cancer","Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",600276.SS,SSE,US-LISTED,Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Metastatic Castration-Resistant Prostate Cancer (mCRPC),"Fuzuloparib , Abiraterone acetate and Prednisone; Fuzuloparib Placebo， Abiraterone acetate and Prednisone",rPFS by blinded independent central review (BICR) using RESIST1.1 and PCWG3,https://clinicaltrials.gov/study/NCT04691804,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),Listed on Shanghai Stock Exchange (SSE:600276),lead sponsor class: INDUSTRY | primary endpoint time frame: up to 3 years,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04724252,Gabapentin to Reduce Opioid Use Postoperatively (GROUP) in Children,"University of California, Davis",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Recruiting,2026-12-31,ESTIMATED,"Pain, Postoperative",Gabapentin,Amount of pain medication needed.,https://clinicaltrials.gov/study/NCT04724252,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: 7 days post-operative or until discharge, whichever came first",clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04759586,Nivolumab in Combination With Chemo-Immunotherapy for the Treatment of Newly Diagnosed Primary Mediastinal B-Cell Lymphoma,National Cancer Institute (NCI),NIH,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Primary Mediastinal Large B-Cell Lymphoma,Cyclophosphamide; Doxorubicin Hydrochloride; Etoposide Phosphate; Prednisolone,Progression-free survival (PFS),https://clinicaltrials.gov/study/NCT04759586,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: NIH (academic/government/network sponsor),"lead sponsor class: NIH | primary endpoint time frame: From enrollment on the study to first occurrence of relapse/progression or death, assessed up to 7 years",clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04794530,The COCOA-PAD II Trial,Northwestern University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-31,ESTIMATED,Peripheral Artery Disease,cocoa flavanols; placebo,Six-month change in six-minute walk distance,https://clinicaltrials.gov/study/NCT04794530,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Baseline to six-month follow-up,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04827537,Anti-protozoal Effect of Steroid Hormone 20-hydroxyecdysone,"Research Institute of Epidemiology, Microbiology and Infectious Diseases, Uzbekistan",OTHER_GOV,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Giardia Lamblia Infection,20-hydroxyecdysone Oral; Metronidazole Oral; Placebo Oral,Anti-protozoal effect of steroid hormone 20-hydroxyecdysone,https://clinicaltrials.gov/study/NCT04827537,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER_GOV (academic/government/network sponsor),lead sponsor class: OTHER_GOV | Phase 2/3 combined study | primary endpoint time frame: up to 24 months,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT04841811,MDT-bridged Radical Therapy After Aumolertinib With MRD-guided Maintenance in EGFRm+ Unresectable Stage III NSCLC (APPROACH),Guangdong Association of Clinical Trials,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Lung Cancer,Almonertinib,Assess the anti-tumor activity by IRC: ORR,https://clinicaltrials.gov/study/NCT04841811,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 8 weeks,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT05004129,Safety and Efficacy of Tideglusib in Congenital or Childhood Onset Myotonic Dystrophy,AMO Pharma Limited,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 2 / Phase 3,Recruiting,2026-12-31,ESTIMATED,Congenital Myotonic Dystrophy,Tideglusib,Safety (Adverse Events),https://clinicaltrials.gov/study/NCT05004129,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | Phase 2/3 combined study | primary endpoint time frame: 52 Weeks,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT05035030,Long-term Safety and Efficacy of Odevixibat in Patients With Alagille Syndrome,"Albireo, an Ipsen Company",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Alagille Syndrome,Odevixibat,Change from baseline in pruritus,https://clinicaltrials.gov/study/NCT05035030,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline to week 72 (cohort 1).,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT05047198,Catheter Ablation Versus Radio-Ablation for Ventricular Tachycardia: a Randomized Controlled Trial,Ottawa Heart Institute Research Corporation,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-31,ESTIMATED,Ventricular Tachycardia,,Time to composite event,https://clinicaltrials.gov/study/NCT05047198,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 14 days,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT05058287,Lumbar Steroid Use in Patients Undergoing Posterior Lumbar Decompression,"Hospital for Special Surgery, New York",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-31,ESTIMATED,Opioid Use,Depo-Medrol 40Mg/Ml Suspension for Injection; Placebo,Opioid use total [Both Groups],https://clinicaltrials.gov/study/NCT05058287,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | primary endpoint time frame: In hospital, pre-discharge",clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT05059522,Continued Access Study for Participants Deriving Benefit in Pfizer-Sponsored Avelumab Parent Studies That Are Closing,Pfizer,INDUSTRY,Pfizer Inc.,PFE,NYSE,US-LISTED,Phase 3,Active Not Recruiting,2026-12-31,ESTIMATED,Advanced Malignancies,Avelumab; Lorlatanib; Talazoparib; Pemetrexed,Number of participants with adverse events leading to permanent discontinuation of study intervention,https://clinicaltrials.gov/study/NCT05059522,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),Hospira acquired by Pfizer in 2015; parent is the listed issuer,lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline up to approximately 5 years,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT05213169,Apomorphine in Severe Brain-injured Patients,University of Liege,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Recruiting,2026-12-31,ESTIMATED,Disorder of Consciousness,Apomorphine Hydrochloride 5mg/ml,Change from Baseline Coma Recovery Scale - Revised (CRS-R),https://clinicaltrials.gov/study/NCT05213169,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: up to 90 days (5 CRS-R baseline, 5 CRS-R treatment, 5 CRS-R follow-up)",clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT05214924,Effectiveness of iPRF Injections in Temporomandibular Joints Degeneration Management,Wroclaw Medical University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Enrolling By Invitation,2026-12-31,ESTIMATED,Temporomandibular Disorder,,The effectiveness of intra-articular platelet-rich fibrin (iPRF) injections on TMD symptoms reduction assessed by clinical examination in accordance to Diagnostic Criteria for Temporomandibular Disorders (DC/TMD) protocol with DC/TMD examination form.,https://clinicaltrials.gov/study/NCT05214924,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: Up to 3 months,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT05251493,Ferric Derisomaltose (Iron Isomaltoside) Versus Iron Sucrose for Treatment of Iron Deficiency in Pregnancy,Saskatchewan Health Authority - Regina Area,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-31,ESTIMATED,Iron Deficiency Anaemia in Childbirth,"Iron Isomaltoside 1000, ferric derisomaltose; Iron sucrose",Correction of anemia,https://clinicaltrials.gov/study/NCT05251493,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 30 days post iron infusion,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT05287321,The Efficacy of Aspirin Combined With Hydroxychloroquine Treatment in High Risk Pregnancies for Preeclampsia,Yoo-min Kim,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2026-12-31,ESTIMATED,Preeclampsia,Hydroxychloroquine,Composite morbidity,https://clinicaltrials.gov/study/NCT05287321,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: gestational period,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT05300945,HIPEC Combined Gastrectomy in Patients With Advanced Gastric Cancer Received Neoadjuvant Chemotherapy,Zhixin Cao,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Not Yet Recruiting,2026-12-31,ESTIMATED,Gastric Cancer,,Peritoneal recurrence,https://clinicaltrials.gov/study/NCT05300945,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: 3 years,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT05302284,A Study of RC48-ADC Combined With Toripalimab For First-line Treatment of Urothelial Carcinoma,"RemeGen Co., Ltd.",INDUSTRY,"RemeGen Co., Ltd.",9995.HK,HKEX,US-LISTED,Phase 3,Recruiting,2026-12-31,ESTIMATED,Urothelial Carcinoma,RC48-ADC; Toripalimab; Gemcitabine; Cisplatin,"Progression-free survival (PFS), evaluated by independent review committee",https://clinicaltrials.gov/study/NCT05302284,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),Listed on HKEX (9995.HK) and SSE STAR (688331.SS),lead sponsor class: INDUSTRY | primary endpoint time frame: Up to approximately 3 years,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
NCT05303532,Roll Over StudY for Patients Who Have Completed a Previous Oncology Study With Durvalumab,AstraZeneca,INDUSTRY,AstraZeneca PLC,AZN,NASDAQ,US-LISTED,Phase 3,Enrolling By Invitation,2026-12-31,ESTIMATED,Cancer,Durvalumab,Number of participants with serious adverse events as assessed by Common Terminology Criteria for Adverse Events (CTCAE) v5.0,https://clinicaltrials.gov/study/NCT05303532,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),SEC company_tickers.json exact title match (ADR),lead sponsor class: INDUSTRY | primary endpoint time frame: From baseline up to follow up at 90 days after the last dose of study drug.,clinicaltrials_phase3_2026_2027_windows/studies_2026H2.json
