company_name,ticker,exchange,us_investable_class,phase3_trials_tracked_2026_2027,phase3_active_or_recruiting,phase3_completed,phase3_paused_or_terminated,deep_dive_pipeline_programs,advanced_to_next_phase_count,paused_or_clinical_hold_count,clinical_progression_rate_pct,novel_nme_approvals,original_non_nme_approvals,label_expansions_approved,crl_rejections_tracked,total_fda_decisions_tracked,fda_approval_rate_pct,composite_clinical_score_0_100,success_grade,source_url_1,source_url_2,verification_status,notes
"Citius Pharmaceuticals, Inc.",CTXR,,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"Clearside Biomedical, Inc.",CLSD,NASDAQ,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
DBV Technologies S.A.,DBVT,,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
DURECT Corporation,DRRX,NASDAQ,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"Delcath Systems, Incorporated",DCTH,,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"Disc Medicine, Inc.",IRON,,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"Eagle Pharmaceuticals, Inc.",EGRX,NASDAQ,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"Evoke Pharma, Inc.",EVOK,NASDAQ,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"Eyenovia, Inc.",EYEN,NASDAQ,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
ITM Isotope Technologies / Lumara Bio USA (US agent),ITM.DE,XETRA Germany; no US ticker,US-LISTED,0,0,0,0,1,0,0,,0,0,0,1,1,0.0,10.8,E,https://api.fda.gov/transparency/crl.json,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"Kala Bio, Inc.",KALA,NASDAQ,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"Mesoblast, Inc.",MESO,,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
RedHill Biopharma Ltd.,RDHL,,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"Rocket Pharmaceuticals, Inc.",RCKT,,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
Scilex Holding Company,SCLX,NASDAQ,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"Sumitomo Pharma Co., Ltd.",4506.T,TSE,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
"TherapeuticsMD, Inc.",TXMD,,US-LISTED,0,0,0,0,,,,,0,0,0,1,1,0.0,10.8,E,https://www.fda.gov/drugs,https://open.fda.gov,Verified - FDA Regulatory Record,"FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
Akebia Therapeutics,AKBA,NASDAQ,US-LISTED,2,0,1,1,1,0,0,,1,0,0,1,2,50.0,9.5,E,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215192s000lbl.pdf,https://clinicaltrials.gov/study/NCT06901505,Verified - Phase 3 Registry + FDA Outcomes,"2 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (0 active, 1 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%]"
PTC Therapeutics,PTCT,NASDAQ,US-LISTED,1,1,0,0,1,0,0,,1,0,2,1,2,50.0,9.5,E,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219666s000lbl.pdf,https://open.fda.gov,Verified - Phase 3 Registry + FDA Outcomes,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed) | Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 1 CRL(s) [approval rate 50.0%] | 2 label expansion(s)"
"Global Blood Therapeutics, Inc. (acquired by Pfizer, 2022)",GBT,"formerly NASDAQ:GBT, delisted 2022",FORMERLY US-LISTED (DELISTED/ACQUIRED),0,0,0,0,1,0,0,,1,0,0,0,1,100.0,8.3,E,https://www.fda.gov/media/133911/download,https://open.fda.gov,Verified - FDA Regulatory Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 1 novel approval(s), 0 CRL(s) [approval rate 100.0%]"
Grace Therapeutics,GRCE,NASDAQ,US-LISTED,0,0,0,0,1,0,0,,0,0,0,1,1,0.0,7.2,E,https://www.neurologylive.com/view/fda-action-update-april-2026-acceptance-clearance-crl,https://www.rttnews.com/3662437/fda-complete-response-letter-crl-explained-what-it-means-for-biotech-stocks.aspx,Verified - Deep-Dive Pipeline & FDA Record,"Pipeline progression: 0 advanced, 0 paused/on hold | FDA outcomes: 0 novel approval(s), 1 CRL(s) [approval rate 0.0%]"
SVA,SVA,,US-LISTED,8,8,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT07211152,https://clinicaltrials.gov/study/NCT07416110,Verified - Phase 3 Registry Tracked,"8 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (8 active, 0 completed)"
CL,CL,,US-LISTED,6,3,3,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT07224828,https://clinicaltrials.gov/study/NCT07442136,Verified - Phase 3 Registry Tracked,"6 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (3 active, 3 completed)"
9995.HK,9995.HK,,US-LISTED,5,4,0,1,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT03330418,https://clinicaltrials.gov/study/NCT06221748,Verified - Phase 3 Registry Tracked,"5 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (4 active, 0 completed)"
SKBBY,SKBBY,,US-LISTED,4,4,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06448312,https://clinicaltrials.gov/study/NCT06711900,Verified - Phase 3 Registry Tracked,"4 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (4 active, 0 completed)"
KOD,KOD,,US-LISTED,3,2,1,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06270836,https://clinicaltrials.gov/study/NCT06556368,Verified - Phase 3 Registry Tracked,"3 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (2 active, 1 completed)"
OCS,OCS,,US-LISTED,3,1,2,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06172257,https://clinicaltrials.gov/study/NCT05066997,Verified - Phase 3 Registry Tracked,"3 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 2 completed)"
ANNX,ANNX,,US-LISTED,2,2,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06510816,https://clinicaltrials.gov/study/NCT07020819,Verified - Phase 3 Registry Tracked,"2 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (2 active, 0 completed)"
PRAX,PRAX,,US-LISTED,2,2,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT07010471,https://clinicaltrials.gov/study/NCT07505004,Verified - Phase 3 Registry Tracked,"2 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (2 active, 0 completed)"
QNRX,QNRX,,US-LISTED,2,2,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06953466,https://clinicaltrials.gov/study/NCT07538583,Verified - Phase 3 Registry Tracked,"2 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (2 active, 0 completed)"
AVIR,AVIR,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06868264,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
AXSM,AXSM,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT07773883,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
BLTE,BLTE,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT05949593,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
BNTX,BNTX,,US-LISTED,1,0,1,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT07222384,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (0 active, 1 completed)"
BSX,BSX,,US-LISTED,1,0,1,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT05016245,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (0 active, 1 completed)"
BZYR,BZYR,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT02887040,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
CERS,CERS,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT03037164,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
CGON,CGON,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06111235,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
CLDX,CLDX,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06445023,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
CMPX,CMPX,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT05506943,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
DFTX,DFTX,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT07592689,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
DMAC,DMAC,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT05065216,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
ENSC,ENSC,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06602271,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
GNLX,GNLX,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT05281471,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
GOSS,GOSS,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06274801,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
IMUX,IMUX,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT05134441,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
ISRG,ISRG,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT07346066,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
IVVD,IVVD,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT07655180,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
KNSA,KNSA,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT07010159,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
KRYS,KRYS,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT07016750,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
LBRX,LBRX,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT07363577,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
LONA,LONA,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT05696626,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
MAIA,MAIA,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06908304,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
MANE,MANE,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06724614,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
MCUJF,MCUJF,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT04706013,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
MLTX,MLTX,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06641076,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
MNOV,MNOV,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT04057898,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
NGEN,NGEN,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT07799532,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
NTLA,NTLA,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06634420,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
OCGN,OCGN,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT05956626,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
OLMA,OLMA,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06016738,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
PDSB,PDSB,,US-LISTED,1,0,0,1,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06790966,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (0 active, 0 completed)"
RLMD,RLMD,,US-LISTED,1,0,0,1,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT07342517,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (0 active, 0 completed)"
RNAC,RNAC,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06799247,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
RNXT,RNXT,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT03257033,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
RZLT,RZLT,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06881992,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
SVRA,SVRA,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06431776,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
TENX,TENX,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT05983250,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
VKTX,VKTX,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT07104500,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
VOR,VOR,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06456580,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
VTGN,VTGN,,US-LISTED,1,1,0,0,,,,,0,0,0,0,0,,,,https://clinicaltrials.gov/study/NCT06615557,https://open.fda.gov,Verified - Phase 3 Registry Tracked,"1 Phase 3 study(ies) completing 2026-2027 in CT.gov registry (1 active, 0 completed)"
Mineralys Therapeutics,MLYS,,US-LISTED,0,0,0,0,3,1,0,100.0,0,0,0,0,0,,,,https://biotechsign.com/calendar,https://open.fda.gov,Verified - Deep-Dive Pipeline & FDA Record,"Pipeline progression: 1 advanced, 0 paused/on hold"
Moderna Inc.,MRNA,,US-LISTED,0,0,0,0,42,10,2,83.3,0,0,0,0,0,,,,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000057/exhibit9912026q1pressrelea.htm,https://open.fda.gov,Verified - Deep-Dive Pipeline & FDA Record,"Pipeline progression: 10 advanced, 2 paused/on hold"
