decision_id,year,application_number,drug_brand,drug_generic,company_name,corporate_lineage_and_ticker,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,regulatory_milestone,source_url_1,source_url_2,verification_status,notes
PRE1965-1962-03,1962,NDA 012516,SANSERT,METHYSERGIDE,NOVARTIS (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1962-02-12,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=012516,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA012516%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1962.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1962-02-12, TYPE 1, PRIORITY, holder NOVARTIS, product SANSERT (METHYSERGIDE MALEATE 2MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1962-05,1962,NDA 011808,MELLARIL,THIORIDAZINE,NOVARTIS (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1962-03-15,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011808,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011808%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1962.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1962-03-15, TYPE 1, PRIORITY, holder NOVARTIS, product MELLARIL (THIORIDAZINE HYDROCHLORIDE 100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; CONCENTRATE; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1962-12,1962,NDA 012209,FLUOROURACIL,FLUOROURACIL,SPECTRUM PHARMS (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1962-04-25,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=012209,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA012209%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1962.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1962-04-25, TYPE 1, PRIORITY, holder SPECTRUM PHARMS, product FLUOROURACIL (FLUOROURACIL 2.5GM/50ML (50MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; INJECTABLE; INJECTION; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1962-13,1962,NDA 013056,PENTHRANE,METHOXYFLURANE,ABBOTT (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1962-05-04,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013056,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013056%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1962.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1962-05-04, TYPE 1, PRIORITY, holder ABBOTT, product PENTHRANE (METHOXYFLURANE 99.9%; LIQUID; INHALATION; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1962-14,1962,NDA 012486,TARACTAN,CHLORPROTHIXENE,ROCHE (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1962-05-07,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=012486,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA012486%22,Payload-verified (live probe layer pending); re-screening flag (see ingredient_screen),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1962.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1962-05-07, TYPE 1, STANDARD, holder ROCHE, product TARACTAN (CHLORPROTHIXENE 100MG; TABLET; ORAL; Discontinued). Ingredient screen: FLAG-RESCREEN: CHLORPROTHIXENE first seen 1962-03-23 on NDA012487 - ingredient already appears on an earlier row of the 1939-1964 payload universe (sibling pair or re-approval of a marketed ingredient). Flagged for review; the row is kept verbatim and excluded only from the counted-once statistic. Drugs@FDA pre-1965 coverage is incomplete, so an earlier marketing may also simply be absent from the payloads.. No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant. FLAG-RESCREEN: CHLORPROTHIXENE first seen 1962-03-23 on NDA012487 - ingredient already appears on an earlier row of the 1939-1964 payload universe (sibling pair or re-approval of a marketed ingredient). Flagged for review; the row is kept verbatim and excluded only from the counted-once statistic. Drugs@FDA pre-1965 coverage is incomplete, so an earlier marketing may also simply be absent from the payloads."
PRE1965-1962-18,1962,NDA 012967,ORAGRAFIN SODIUM,IPODATE,BRACCO (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1962-06-25,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=012967,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA012967%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1962.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1962-06-25, TYPE 1, PRIORITY, holder BRACCO, product ORAGRAFIN SODIUM (IPODATE SODIUM 500MG; CAPSULE; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1962-20,1962,NDA 013217,SKELAXIN,METAXALONE,KING PHARMS (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1962-08-13,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013217,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013217%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1962.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1962-08-13, TYPE 1, STANDARD, holder KING PHARMS, product SKELAXIN (METAXALONE 800MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1962-21,1962,NDA 013295,CONRAY 43,IOTHALAMATE,LIEBEL-FLARSHEIM (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1962-08-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013295,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013295%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1962.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1962-08-16, TYPE 1, PRIORITY, holder LIEBEL-FLARSHEIM, product CONRAY 43 (IOTHALAMATE MEGLUMINE 43%; INJECTABLE; INJECTION; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1962-23,1962,NDA 012892,URACIL MUSTARD,URACIL,SHIRE (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1962-09-13,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=012892,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA012892%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1962.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1962-09-13, TYPE 1, PRIORITY, holder SHIRE, product URACIL MUSTARD (URACIL MUSTARD 1MG; CAPSULE; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1962-27,1962,NDA 013400,ALDOMET,METHYLDOPA,MERCK (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1962-12-20,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013400,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013400%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1962.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1962-12-20, TYPE 1, PRIORITY, holder MERCK, product ALDOMET (METHYLDOPA 500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
