company_name,ticker,drug_name,recent_clinical_trial_result,fda_decision,fda_decision_date,fda_decision_type,stock_pricing_before,stock_pricing_after,pct_change_on_decision,stock_price_t1,pct_change_t1,stock_pricing_summary,company_success_rate_summary,company_score,company_score_grade,company_success_rate_pct,total_drugs_in_profile,approved_drugs,phase3_programs,paused_or_hold,advanced_to_next_phase,review_pathway,indication,fda_source_url,secondary_source_url,verification_status,us_investable_class,notes
Berlex Laboratories (Schering AG US arm),,Osmovist (iotrolan),"indicated for lumbar, thoracic, cervical, and total columnar myelography, and computerized tomography (CT) of spinal and subarachnoid spaces, in adults","Approval on 1989-12-07 for Osmovist (iotrolan) (indicated for lumbar, thoracic, cervical, and total columnar myelography, and co) - Pathway: Standard",1989-12-07,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1989-12-07 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Standard,"indicated for lumbar, thoracic, cervical, and total columnar myelography, and computerized tomography (CT) of spinal and subarachnoid spaces, in adults",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019580,Verified - FLAGGED (source-verbatim note),NON-US LISTING ONLY,"Decision engine analysis row: Berlex Laboratories (Schering AG US arm) Osmovist (iotrolan) Approval 1989-12-07. Trial result: indicated for lumbar, thoracic, cervical, and total columnar myelography, and computerized tomograph. Stock: Before: N/A on N/A -> After: N/A on 1989-12-07 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019580"
"Syntex Corp. (acquired by Roche 1994, delisted)",,Toradol (ketorolac tromethamine),indicated for the short-term management of pain,Approval on 1989-11-30 for Toradol (ketorolac tromethamine) (indicated for the short-term management of pain) - Pathway: Priority,1989-11-30,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1989-11-30 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Priority,indicated for the short-term management of pain,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019698,Verified,NON-US LISTING ONLY,"Decision engine analysis row: Syntex Corp. (acquired by Roche 1994, delisted) Toradol (ketorolac tromethamine) Approval 1989-11-30. Trial result: indicated for the short-term management of pain. Stock: Before: N/A on N/A -> After: N/A on 1989-11-30 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019698"
Beecham Group / SmithKline Beecham (GSK from Dec-2000),GSK,Eminase (anistreplase),"indicated for use in the management of acute myocardial infarction (AMI) in adults, for the lysis of thrombi obstructing coronary arteries, the reduction of infarct size, the improvement of ventricular function following AMI, and the reduction of mortality associated with AMI",Approval on 1989-11-27 for Eminase (anistreplase) (indicated for use in the management of acute myocardial infarction (AMI) in adul) - Pathway: Standard,1989-11-27,Approval,11.5625,11.625,0.54,11.75,1.62,Before: 11.5625 on 1989-11-24 -> After: 11.625 on 1989-11-27 (0.54%); T+1: 11.75 (1.62%),"Score: 60.2 Grade: C Success Rate: 94.7% - Profile: 33 total, 124 approved, 2 Phase3, 0 paused, 0 advanced",60.2,C,94.7,33,124,2,0,0,Standard,"indicated for use in the management of acute myocardial infarction (AMI) in adults, for the lysis of thrombi obstructing coronary arteries, the reduction of infarct size, the improvement of ventricular function following AMI, and the reduction of mortality associated with AMI",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103273,Verified - FLAGGED (source-verbatim note),US-LISTED,"Decision engine analysis row: Beecham Group / SmithKline Beecham (GSK from Dec-2000) Eminase (anistreplase) Approval 1989-11-27. Trial result: indicated for use in the management of acute myocardial infarction (AMI) in adults, for the lysis of. Stock: Before: 11.5625 on 1989-11-24 -> After: 11.625 on 1989-11-27 (0.54%); T+1: 11.75 (1.62%). Score: Score: 60.2 Grade: C Success Rate: 94.7% - Profile: 33 total, 124 approved, 2 Phase3, 0 paused, 0 ad. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103273"
Knoll Pharmaceuticals (BASF AG unit; Abbott Mar-2001),,Rythmol (propafenone hydrochloride),"treatment of documented ventricular arrhythmias, such as sustained ventricular tachycardia, that in the judgment of the physician, are life-threatening","Approval on 1989-11-27 for Rythmol (propafenone hydrochloride) (treatment of documented ventricular arrhythmias, such as sustained ventricular t) - Pathway: Standard",1989-11-27,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1989-11-27 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Standard,"treatment of documented ventricular arrhythmias, such as sustained ventricular tachycardia, that in the judgment of the physician, are life-threatening",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019151,Verified,NON-US LISTING ONLY,"Decision engine analysis row: Knoll Pharmaceuticals (BASF AG unit; Abbott Mar-2001) Rythmol (propafenone hydrochloride) Approval 1989-11-27. Trial result: treatment of documented ventricular arrhythmias, such as sustained ventricular tachycardia, that in . Stock: Before: N/A on N/A -> After: N/A on 1989-11-27 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019151"
Medco Inc. (Adenocard developer; licensed to Fujisawa),,Adenocard (adenosine),"indicated for conversion to sinus rhythm of paroxysmal supraventricular tachycardia (PSVT), including that associated with accessory bypass tracts (Wolff-Parkinson-White Syndrome)",Approval on 1989-10-30 for Adenocard (adenosine) (indicated for conversion to sinus rhythm of paroxysmal supraventricular tachycar) - Pathway: Priority,1989-10-30,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1989-10-30 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Priority,"indicated for conversion to sinus rhythm of paroxysmal supraventricular tachycardia (PSVT), including that associated with accessory bypass tracts (Wolff-Parkinson-White Syndrome)",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019937,Verified,NON-US LISTING ONLY,"Decision engine analysis row: Medco Inc. (Adenocard developer; licensed to Fujisawa) Adenocard (adenosine) Approval 1989-10-30. Trial result: indicated for conversion to sinus rhythm of paroxysmal supraventricular tachycardia (PSVT), includin. Stock: Before: N/A on N/A -> After: N/A on 1989-10-30 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019937"
Interferon Sciences Inc. (private-equity lineage; Alferon),,Alferon N (interferon alfa-n3),treatment of condyloma acuminata (genital warts),Approval on 1989-10-10 for Alferon N (interferon alfa-n3) (treatment of condyloma acuminata (genital warts)) - Pathway: Standard,1989-10-10,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1989-10-10 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Standard,treatment of condyloma acuminata (genital warts),https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103158,Verified,FORMERLY US-LISTED (DELISTED/ACQUIRED),"Decision engine analysis row: Interferon Sciences Inc. (private-equity lineage; Alferon) Alferon N (interferon alfa-n3) Approval 1989-10-10. Trial result: treatment of condyloma acuminata (genital warts). Stock: Before: N/A on N/A -> After: N/A on 1989-10-10 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103158"
ICI / Stuart Pharmaceuticals (Zeneca 1993; AstraZeneca 1999),,Diprivan (propofol),induction and maintenance of anesthesia,Approval on 1989-10-02 for Diprivan (propofol) (induction and maintenance of anesthesia) - Pathway: Standard,1989-10-02,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1989-10-02 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Standard,induction and maintenance of anesthesia,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019627,Verified,NON-US LISTING ONLY,"Decision engine analysis row: ICI / Stuart Pharmaceuticals (Zeneca 1993; AstraZeneca 1999) Diprivan (propofol) Approval 1989-10-02. Trial result: induction and maintenance of anesthesia. Stock: Before: N/A on N/A -> After: N/A on 1989-10-02 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019627"
Sandoz (merged into Novartis 1996),,Clozaril (clozapine),treatment of severely ill schizophrenic patients who fail to respond to standard drug therapies,Approval on 1989-09-26 for Clozaril (clozapine) (treatment of severely ill schizophrenic patients who fail to respond to standard) - Pathway: Priority,1989-09-26,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1989-09-26 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Priority,treatment of severely ill schizophrenic patients who fail to respond to standard drug therapies,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019758,Verified,NON-US LISTING ONLY,"Decision engine analysis row: Sandoz (merged into Novartis 1996) Clozaril (clozapine) Approval 1989-09-26. Trial result: treatment of severely ill schizophrenic patients who fail to respond to standard drug therapies. Stock: Before: N/A on N/A -> After: N/A on 1989-09-26 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019758"
"Merck & Co., Inc.",MRK,Losec (omeprazole),"short-term treatment (four to eight weeks) of severe erosive esophagitis; short-term treatment of symptomatic gastroesophageal reflux disease (GERD) poorly responsive to customary medical treatment, usually including an adequate course of a histamine H2 receptor antagonist;  long-term treatment of Zollinger-Ellison syndrome",Approval on 1989-09-14 for Losec (omeprazole) (short-term treatment (four to eight weeks) of severe erosive esophagitis; short-) - Pathway: Priority,1989-09-14,Approval,11.2715,11.192,-0.71,11.2715,0.00,Before: 11.2715 on 1989-09-13 -> After: 11.192 on 1989-09-14 (-0.71%); T+1: 11.2715 (0.00%),"Score: 72.8 Grade: B Success Rate: 61.111111111111114% - Profile: 36 total, 22 approved, 18 Phase3, 2 paused, 16 advanced",72.8,B,61.111111111111114,36,22,18,2,16,Priority,"short-term treatment (four to eight weeks) of severe erosive esophagitis; short-term treatment of symptomatic gastroesophageal reflux disease (GERD) poorly responsive to customary medical treatment, usually including an adequate course of a histamine H2 receptor antagonist;  long-term treatment of Zollinger-Ellison syndrome",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019810,Verified,US-LISTED,"Decision engine analysis row: Merck & Co., Inc. Losec (omeprazole) Approval 1989-09-14. Trial result: short-term treatment (four to eight weeks) of severe erosive esophagitis; short-term treatment of sy. Stock: Before: 11.2715 on 1989-09-13 -> After: 11.192 on 1989-09-14 (-0.71%); T+1: 11.2715 (0.00%). Score: Score: 72.8 Grade: B Success Rate: 61.111111111111114% - Profile: 36 total, 22 approved, 18 Phase3, . Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019810"
"Syntex Corp. (acquired by Roche 1994, delisted)",,Cytovene (ganciclovir sodium),"treatment of CMV retinitis in immunocompromised 
patients, including patients with acquired immunodeficiency syndrome (AIDS)","Approval on 1989-06-23 for Cytovene (ganciclovir sodium) (treatment of CMV retinitis in immunocompromised 
patients, including patients wi) - Pathway: Priority",1989-06-23,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1989-06-23 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Priority,"treatment of CMV retinitis in immunocompromised 
patients, including patients with acquired immunodeficiency syndrome (AIDS)",https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019661,Verified,NON-US LISTING ONLY,"Decision engine analysis row: Syntex Corp. (acquired by Roche 1994, delisted) Cytovene (ganciclovir sodium) Approval 1989-06-23. Trial result: treatment of CMV retinitis in immunocompromised 
patients, including patients with acquired immunode. Stock: Before: N/A on N/A -> After: N/A on 1989-06-23 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019661"
Somerset Pharmaceuticals (Lemmon/Mylan lineage; Solvay US 1998),,Eldepryl (selegiline hydrochloride),indicated as an adjunct in the management of Parkinsonian patients being treated with levodopa/carbidopa who exhibit deterioration in the quality of their response to this therapy,Approval on 1989-06-05 for Eldepryl (selegiline hydrochloride) (indicated as an adjunct in the management of Parkinsonian patients being treated) - Pathway: Priority,1989-06-05,Approval,,,,,,Before: N/A on N/A -> After: N/A on 1989-06-05 (N/A%); T+1: N/A (N/A%),"Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 advanced",,,,,,,,,Priority,indicated as an adjunct in the management of Parkinsonian patients being treated with levodopa/carbidopa who exhibit deterioration in the quality of their response to this therapy,https://www.fda.gov/media/177921/download?attachment,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019334,Verified,FORMERLY US-LISTED (DELISTED/ACQUIRED),"Decision engine analysis row: Somerset Pharmaceuticals (Lemmon/Mylan lineage; Solvay US 1998) Eldepryl (selegiline hydrochloride) Approval 1989-06-05. Trial result: indicated as an adjunct in the management of Parkinsonian patients being treated with levodopa/carbi. Stock: Before: N/A on N/A -> After: N/A on 1989-06-05 (N/A%); T+1: N/A (N/A%). Score: Score: N/A Grade: N/A Success Rate: N/A% - Profile: N/A total, N/A approved, 0 Phase3, 0 paused, 0 a. Sources: https://www.fda.gov/media/177921/download?attachment + https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019334"
