crl_row_id,master_crl_id,master_link_status,curated_candidate_ids,duplicate_letter_same_app_same_date,raw_file_name,company_name_verbatim,application_number_verbatim,application_number_normalised,application_kind,letter_date,letter_year,letter_type_verbatim,fda_approval_status_verbatim,later_original_approval_actions_observed,first_later_original_action_date,days_letter_to_first_later_original_action,later_any_approval_actions_observed,first_later_any_action_date,later_original_action_sources,later_any_action_types,conflict_flag,fda_application_url,replay_query_url,dataset_last_updated,evidence_source_files,verification_status,notes
CR-BLA761184-20220121,C035,JOINED_CURATED_DATE_COMPANY,C035,FALSE,761184_2023_Orig1s000OtherActionLtrs.pdf,Pfizer Ireland Pharmaceuticals,BLA 761184,BLA761184,BLA,2022-01-21,2022,COMPLETE RESPONSE,Approved,1,2023-06-27,522,1,2023-06-27,openfda_orig_decisions_2011_2026,2023-06-27 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761184,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22761184_2023_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2201%2F21%2F2022%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference. Linked to curated master row C035 on letter date plus corresponding company name, because the curated rows in data/fda_crl_master.csv publish no application number and cannot be joined on one. The link is date+name evidence; both verbatim names stay visible in the tables."
CR-NDA206927-20160504,CR-NDA206927-20160504,JOINED,,FALSE,206927_2019_Orig1s000OtherActionLtrs.pdf,"Dr. Reddy’s Laboratories, Limited-",NDA 206927/Original 1|NDA 206927,NDA206927,NDA,2016-05-04,2016,COMPLETE RESPONSE,Approved,2,2019-10-04,1248,2,2019-10-04,openfda_orig_decisions_2011_2026,2019-10-04 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA206927,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22206927_2019_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2205%2F04%2F2016%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761258-20240119,CR-BLA761258-20240119,JOINED,,FALSE,761258_2025_Orig1s000OtherActionLtrs.pdf,"Akeso Biopharma Co., Ltd.",BLA 761258,BLA761258,BLA,2024-01-19,2024,COMPLETE RESPONSE,Approved,1,2025-04-23,460,1,2025-04-23,openfda_orig_decisions_2011_2026,2025-04-23 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761258,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22761258_2025_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2201%2F19%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA208419-20170926,CR-NDA208419-20170926,JOINED,,FALSE,208419_2021_Orig1s000OtherActionLtrs.pdf,"Actavis, L.L.C.",NDA 208419,NDA208419,NDA,2017-09-26,2017,COMPLETE RESPONSE,Approved,1,2020-08-21,1060,4,2020-08-21,openfda_orig_decisions_2011_2026,2020-08-21 ORIG; 2022-11-22 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA208419,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22208419_2021_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2209%2F26%2F2017%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA125745-20250115,CR-BL125745-20250115,JOINED,,FALSE,CRL_BLA125745_20250115.pdf,"Atara Biotherapeutics, Inc.",BL 125745,BLA125745,BLA,2025-01-15,2025,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA125745,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_BLA125745_20250115.pdf%22+AND+letter_date%3A%2201%2F15%2F2025%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA210605-20190828,CR-NDA210605-20190828,JOINED,,FALSE,210605_2020_Orig1s000OtherActionLtrs.pdf,Mylan GmbH,NDA 210605,NDA210605,NDA,2019-08-28,2019,COMPLETE RESPONSE,Approved,0,,,0,,,,FDA_FIELD_APPROVED_NO_LATER_ORIGINAL_ACTION_IN_COMMITTED_COVERAGE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA210605,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22210605_2020_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2208%2F28%2F2019%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=FDA_FIELD_APPROVED_NO_LATER_ORIGINAL_ACTION_IN_COMMITTED_COVERAGE; the flag is raised for human review, never resolved by preference."
CR-NDA217379-20240614,CR-NDA217379-20240614,JOINED,,FALSE,CRL_NDA217379_20240614.pdf,"Nanocopoeia, LLC",NDA 217379,NDA217379,NDA,2024-06-14,2024,COMPLETE RESPONSE,Unapproved,1,2026-05-29,714,1,2026-05-29,openfda_orig_decisions_2011_2026,2026-05-29 ORIG,LATER_ORIGINAL_ACTION_OBSERVED_WHILE_FDA_FIELD_NOT_APPROVED,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA217379,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA217379_20240614.pdf%22+AND+letter_date%3A%2206%2F14%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=LATER_ORIGINAL_ACTION_OBSERVED_WHILE_FDA_FIELD_NOT_APPROVED; the flag is raised for human review, never resolved by preference."
CR-NDA215000-20210430,CR-NDA215000-20210430,JOINED,,FALSE,215000_2022_Orig1s000OtherActionLtrs.pdf,"Accord Healthcare, Inc.",NDA 215000,NDA215000,NDA,2021-04-30,2021,COMPLETE RESPONSE,Approved,1,2022-05-16,381,1,2022-05-16,openfda_orig_decisions_2011_2026,2022-05-16 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA215000,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22215000_2022_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2204%2F30%2F2021%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761400-20240820,C019,JOINED_CURATED_DATE_COMPANY,C019,FALSE,CRL_BLA761400_20240820.pdf,"Regeneron Pharmaceuticals, Inc.",BLA 761400,BLA761400,BLA,2024-08-20,2024,COMPLETE RESPONSE,Approved,1,2025-07-02,316,1,2025-07-02,openfda_orig_decisions_2011_2026,2025-07-02 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761400,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_BLA761400_20240820.pdf%22+AND+letter_date%3A%2208%2F20%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference. Linked to curated master row C019 on letter date plus corresponding company name, because the curated rows in data/fda_crl_master.csv publish no application number and cannot be joined on one. The link is date+name evidence; both verbatim names stay visible in the tables."
CR-NDA211413-20181019,CR-NDA211413-20181019,JOINED,,FALSE,211413_2024_Orig1s000OtherActionLtrs.pdf,HQ Specialty Pharma Corporation,NDA 211413,NDA211413,NDA,2018-10-19,2018,COMPLETE RESPONSE,Approved,1,2023-05-08,1662,2,2023-05-08,openfda_orig_decisions_2011_2026,2023-05-08 ORIG; 2026-02-13 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA211413,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22211413_2024_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2210%2F19%2F2018%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA204569-20130628,C055,JOINED_CURATED_DATE_COMPANY,C055,FALSE,CRL_NDA204569_20130628.pdf,"Merck & Co., Inc.",NDA 204569,NDA204569,NDA,2013-06-28,2013,COMPLETE RESPONSE,Approved,1,2014-08-13,411,2,2014-08-13,openfda_orig_decisions_2011_2026,2014-08-13 ORIG; 2020-01-29 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA204569,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA204569_20130628.pdf%22+AND+letter_date%3A%2206%2F28%2F2013%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference. Linked to curated master row C055 on letter date plus corresponding company name, because the curated rows in data/fda_crl_master.csv publish no application number and cannot be joined on one. The link is date+name evidence; both verbatim names stay visible in the tables."
CR-NDA214273-20210528,CR-NDA214273-20210528,JOINED,,FALSE,214273_2023_Orig1s000OtherActionLtrs.pdf,"Azurity Pharmaceuticals, Inc.",NDA 214273,NDA214273,NDA,2021-05-28,2021,COMPLETE RESPONSE,Approved,1,2022-07-15,413,1,2022-07-15,openfda_orig_decisions_2011_2026,2022-07-15 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA214273,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22214273_2023_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2205%2F28%2F2021%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA216586-20240516,CR-NDA216586-20240516,JOINED,,FALSE,CRL_NDA216586_20240516.pdf,"Elevar Therapeutics, Inc.",NDA 216586,NDA216586,NDA,2024-05-16,2024,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA216586,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA216586_20240516.pdf%22+AND+letter_date%3A%2205%2F16%2F2024%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
