company_name,ticker,drug_name,decision_type,decision_date,indication,review_pathway,stock_price_before,stock_price_after,pct_change,price_t1,pct_change_t1,price_data_status,company_success_rate_summary,company_score,company_score_grade,company_score_confidence,us_investable_class,fda_source_url,secondary_source_url,flags,verification_status
Vertex Pharmaceuticals Incorporated,VRTX,Kalydeco (ivacaftor),Approval,2012-01-31,Cystic fibrosis (G551D mutation),Priority,,,,,,Not yet matched to price snapshot,7/7 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),85.1,A,Moderate,US-LISTED,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203188,,Verified
Genentech (acquired by Roche 2009),DNA,Erivedge (vismodegib),Approval,2012-01-30,To treat adult patients with basal cell carcinoma.,,,,,,,Not yet matched to price snapshot,5/5 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),76.5,B,Moderate,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203388,,Verified
Pfizer Inc.,PFE,Inlyta (axitinib),Approval,2012-01-27,To treat patients with advanced renal cell carcinoma after failure of one prior systemic therapy.,,,,,,,Not yet matched to price snapshot,30/30 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.7,A,Moderate,US-LISTED,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202324,,Verified
"LEO Pharma (private, Denmark)",,Picato (ingenol mebutate),Approval,2012-01-23,For the topical treatment of actinic keratosis.,,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202833,WITHDRAWN,Verified
BTG International,NO_TICKER,Voraxaze (glucarpidase),Approval,2012-01-17,Toxic methotrexate levels in patients with impaired renal function,Priority,,,,,,No public ticker,Not yet built - scorecard pending,64.5,C,Low,PRIVATE / NO EQUITY,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202519,,Verified
"Regeneron Pharmaceuticals, Inc.",REGN,Eylea (aflibercept),Approval,2011-11-18,Neovascular (wet) age-related macular degeneration; other retinal diseases,Priority,,,,,,Not yet matched to price snapshot,11/11 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),85.0,A,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125387,,Verified
EUSA Pharma (private; US commercialization by Jazz),JAZN,Erwinaze (asparaginase Erwinia chrysanthemi),Approval,2011-11-18,"To treat patients with acute lymphoblastic leukemia (ALL), who have developed an allergy (hypersensitivity) to E. coli derived asparaginase and pegaspargase chemotherapy drugs used to treat ALL.",,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),53.9,C,Low,US-LISTED,https://web.archive.org/web/20120119181217/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285554.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125359,,Verified
Incyte Corporation,INCY,Jakafi (ruxolitinib),Approval,2011-11-16,Intermediate/high-risk myelofibrosis,Priority,,,,,,Not yet matched to price snapshot,4/4 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),69.6,B,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202192,,Verified
H. Lundbeck A/S (US OTC: HLUBY),HLUYY,Onfi (clobazam),Approval,2011-10-21,Adjunctive seizures in Lennox-Gastaut syndrome,Standard,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),41.5,D,Low,US-LISTED (ADR),https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202058,,Verified
"ApoPharma (Apotex group, private)",,Ferriprox (deferiprone),Approval,2011-10-14,"To treat patients with iron overload due to blood transfusions in patients with thalassemia, a genetic blood disorder that causes anemia, who had an inadequate response to prior chelation therapy.",,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://web.archive.org/web/20120119181217/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285554.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021825,,Verified
Pfizer Inc.,PFE,Xalkori (crizotinib),Approval,2011-08-26,ALK+ metastatic NSCLC,Priority,,,,,,Not yet matched to price snapshot,30/30 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.7,A,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202570,,Verified
Shire plc (acquired by Takeda 2019),SHPG,Firazyr (icatibant),Approval,2011-08-25,For the treatment of acute attacks of hereditary angioedema (HAE) in people ages 18 years and older.,,,,,,,Not yet matched to price snapshot,6/6 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),81.0,A,Moderate,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20120119181217/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285554.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022150,,Verified
Seattle Genetics (now Pfizer; acquired 2024),SGEN,Adcetris (brentuximab vedotin),Approval,2011-08-19,Relapsed/refractory Hodgkin lymphoma; sALCL,Priority,,,,,,Not yet matched to price snapshot,3/3 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),77.2,B,Moderate,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125388,,Verified
"Genentech, Inc. (Roche group)",RHHBY,Zelboraf (vemurafenib),Approval,2011-08-17,BRAF V600E-mutant metastatic melanoma,Priority,,,,,,Not yet matched to price snapshot,21/21 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),86.3,A,Moderate,US-LISTED (ADR),https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202429,,Verified
AstraZeneca PLC,AZN,Brilinta (ticagrelor),Approval,2011-07-20,Acute coronary syndrome (CV event reduction),Priority,,,,,,Not yet matched to price snapshot,25/25 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.3,A,Moderate,US-LISTED (ADR),https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=22433,,Verified
Johnson & Johnson (Janssen),JNJ,Xarelto (rivaroxaban),Approval,2011-07-01,Nonvalvular AF stroke prevention; DVT/PE treatment & prophylaxis,Priority,,,,,,Not yet matched to price snapshot,28/28 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),69.5,B,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202439,,Verified
Novartis AG,NVS,Arcapta Neohaler (indacaterol inhalation powder),Approval,2011-07-01,"For the long term, once-daily maintenance bronchodilator treatment of airflow obstruction in people with chronic obstructive pulmonary disease (COPD) including chronic bronchitis and/or emphysema.",,,,,,,Not yet matched to price snapshot,38/38 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),83.9,A,Moderate,US-LISTED,https://web.archive.org/web/20120119181217/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285554.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022383,,Verified
Bristol Myers Squibb Company,BMY,Nulojix (belatacept),Approval,2011-06-15,Kidney transplant rejection prophylaxis,Standard,,,,,,Not yet matched to price snapshot,22/22 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),64.9,C,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125288,,Verified
GlaxoSmithKline plc,GSK,Potiga (ezogabine),Approval,2011-06-10,For use as an add-on medication to treat seizures associated with epilepsy in adults.,,,,,,,Not yet matched to price snapshot,29/29 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.7,C,Moderate,US-LISTED,https://web.archive.org/web/20120119181217/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285554.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022345,,Verified
Optimer Pharmaceuticals (acquired by Cubist/Merck 2013-15),OPTR,Dificid (fidaxomicin),Approval,2011-05-27,Clostridium difficile-associated diarrhea,Priority,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),64.5,C,Low,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=201699,,Verified
Vertex Pharmaceuticals Incorporated,VRTX,Incivek (telaprevir),Approval,2011-05-23,Chronic HCV genotype 1 (with peginterferon/ribavirin),Priority,,,,,,Not yet matched to price snapshot,7/7 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),85.1,A,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=201917,,Verified
Tibotec (Johnson & Johnson),JNJ,Edurant (rilpivirine),Approval,2011-05-20,For the treatment of HIV-1 infection in adults who have never taken HIV therapy.,,,,,,,Not yet matched to price snapshot,28/28 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),69.5,B,Moderate,US-LISTED,https://web.archive.org/web/20120119181217/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285554.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202022,,Verified
"Merck & Co., Inc.",MRK,Victrelis (boceprevir),Approval,2011-05-13,Chronic HCV genotype 1 (with peginterferon/ribavirin),Priority,,,,,,Not yet matched to price snapshot,8/8 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),72.6,B,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202258,,Verified
"Boehringer Ingelheim (privately held, OTC: no US ADR)",NO_TICKER,Tradjenta (linagliptin),Approval,2011-05-02,Type 2 diabetes,Standard,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=201280,,Verified
Centocor (Johnson & Johnson),JNJ,Zytiga (abiraterone acetate),Approval,2011-04-28,In combination with prednisone to treat patients with metastatic castration-resistant prostate cancer who have received prior docetaxel chemotherapy.,,,,,,,Not yet matched to price snapshot,28/28 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),69.5,B,Moderate,US-LISTED,https://web.archive.org/web/20120119181217/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285554.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202379,,Verified
AstraZeneca PLC,AZN,Caprelsa (vandetanib),Approval,2011-04-06,Symptomatic/progressive medullary thyroid cancer,Priority,,,,,,Not yet matched to price snapshot,25/25 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.3,A,Moderate,US-LISTED (ADR),https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=22405,,Verified
XenoPort (acquired by Depomed 2016),XNPT,Horizant (gabapentin enacarbil),Approval,2011-04-06,A once-daily treatment for moderate-to-severe restless legs syndrome (RLS).,,,,,,,Not yet matched to price snapshot,1/1 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),53.9,C,Low,FORMERLY US-LISTED (DELISTED/ACQUIRED),https://web.archive.org/web/20120119181217/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285554.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022399,,Verified
Bristol Myers Squibb Company,BMY,Yervoy (ipilimumab),Approval,2011-03-25,Unresectable/metastatic melanoma,Priority,,,,,,Not yet matched to price snapshot,22/22 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),64.9,C,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125377,,Verified
Bayer AG,BAYRY,Gadavist (gadobutrol),Approval,2011-03-14,For use in patients undergoing magnetic resonance imaging (MRI) of the central nervous system.,,,,,,,Not yet matched to price snapshot,15/15 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),87.9,A,Moderate,US-LISTED (ADR),https://web.archive.org/web/20120119181217/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285554.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=201277,,Verified
GlaxoSmithKline plc (Human Genome Sciences acquisition),GSK,Benlysta (belimumab),Approval,2011-03-09,Active autoantibody-positive SLE,Priority,,,,,,Not yet matched to price snapshot,29/29 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),63.7,C,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125370,,Verified
Forest Laboratories (Allergan/AbbVie),NO_US_TICKER,Daliresp (roflumilast),Approval,2011-02-28,Severe COPD exacerbation reduction,Standard,,,,,,Not yet matched to price snapshot,14/14 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),,,Not scored - no verified FDA decisions tracked,NON-US LISTING ONLY,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=22522,,Verified
Takeda Pharmaceutical Company Limited,TAK,Edarbi (azilsartan medoxomil),Approval,2011-02-25,Hypertension,Standard,,,,,,Not yet matched to price snapshot,10/10 tracked programs approved; 0 advancing; 0 paused/on hold; 0 CRL(s),49.4,D,Moderate,US-LISTED,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=200795,,Verified
Forest Laboratories (Allergan/AbbVie),NO_TICKER,Viibryd (vilazodone),Approval,2011-01-21,Major depressive disorder,Standard,,,,,,No public ticker,Not yet built - scorecard pending,,,Not scored - no verified FDA decisions tracked,PRIVATE / NO EQUITY,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=22567,,Verified
