row_id,year,application_number,application_kind,decision_date,submission_class_code,submission_class_code_description,review_priority,nme_comparable,classification_group,sponsor_name_drugsatfda_holder,full_db_holder_match,first_product_brand,first_product_ingredients,first_product_form_route,n_products,first_product_marketing_status,ingredient_first_appearance,ingredient_screen,tracked_in,live_probe_status,drugsatfda_url,openfda_url,verification_status,notes
PRE1965AUDIT-1959-21,1959,NDA011795,NDA,1959-06-03,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,PFIZER,MATCH,VISTARIL,HYDROXYZINE PAMOATE EQ 25MG HYDROCHLORIDE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SUSPENSION; ORAL,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011795,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011795%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-22,1959,NDA011790,NDA,1959-06-10,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,HIKMA,MATCH,ROBAXIN,METHOCARBAMOL 1GM/10ML (100MG/ML),SOLUTION; IM-IV,1,Prescription,1957-07-16 on NDA011011,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011790,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011790%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-23,1959,NDA011657,NDA,1959-06-12,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),FOREST LABS,MATCH,BETAPRONE,PROPIOLACTONE N/A,SOLUTION; IRRIGATION,1,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1959-23 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011657,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011657%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-24,1959,NDA011839,NDA,1959-06-18,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),PFIZER,MATCH,PROVERA,MEDROXYPROGESTERONE ACETATE 5MG,TABLET; ORAL,3,Prescription,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1959-24 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011839,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011839%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-25,1959,NDA011961,NDA,1959-07-01,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),LIFSA DRUGS,MATCH,MARPLAN,ISOCARBOXAZID 10MG,TABLET; ORAL,1,Prescription,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1959-25 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011961,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011961%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-26,1959,NDA011971,NDA,1959-07-06,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,ABBVIE,MATCH,ORETIC,HYDROCHLOROTHIAZIDE 25MG,TABLET; ORAL,2,Discontinued,1959-02-12 on NDA011793,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011971,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011971%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-27,1959,NDA011949,NDA,1959-07-22,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),SHIRE LLC,MATCH,SALURON,HYDROFLUMETHIAZIDE 50MG,TABLET; ORAL,1,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1959-27 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011949,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011949%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-28,1959,NDA011860,NDA,1959-08-05,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),MERCK,MATCH,HUMORSOL,DEMECARIUM BROMIDE 0.25%,SOLUTION/DROPS; OPHTHALMIC,2,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1959-28 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011860,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011860%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-29,1959,NDA011722,NDA,1959-08-06,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),MPP PHARMA,MATCH,TENUATE,DIETHYLPROPION HYDROCHLORIDE 25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,1,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1959-29 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011722,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011722%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-30,1959,NDA011719,NDA,1959-08-10,TYPE 2,Type 2 - New Active Ingredient,STANDARD,FALSE,Type 2 - New Active Ingredient,HOSPIRA,MATCH,METHOTREXATE PRESERVATIVE FREE,METHOTREXATE SODIUM EQ 20MG BASE/2ML (EQ 10MG BASE/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,12,Discontinued,1953-12-07 on NDA008085,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011719,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011719%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-31,1959,NDA011673,NDA,1959-08-14,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,3M,MATCH,TEPANIL,DIETHYLPROPION HYDROCHLORIDE 25MG,TABLET; ORAL,1,Discontinued,1959-08-06 on NDA011722,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011673,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011673%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-32,1959,NDA011983,NDA,1959-08-26,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,MERCK,MATCH,DECADRON,DEXAMETHASONE SODIUM PHOSPHATE EQ 0.1% PHOSPHATE,CREAM; TOPICAL,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011983,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011983%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-33,1959,NDA011960,NDA,1959-09-02,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,ASTELLAS,MATCH,ARISTOCORT,TRIAMCINOLONE DIACETATE 2MG/5ML,SYRUP; ORAL,1,Discontinued,1959-03-12 on NDA011685,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011960,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011960%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-34,1959,NDA011977,NDA,1959-09-02,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,MERCK,MATCH,DECADRON,DEXAMETHASONE SODIUM PHOSPHATE EQ 0.05% PHOSPHATE,OINTMENT; OPHTHALMIC,1,Discontinued,1959-08-26 on NDA011983,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011977,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011977%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1959-35,1959,NDA011984,NDA,1959-09-02,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,MERCK,MATCH,DECADRON,DEXAMETHASONE SODIUM PHOSPHATE EQ 0.1% PHOSPHATE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"SOLUTION/DROPS; OPHTHALMIC, OTIC",1,Discontinued,1959-08-26 on NDA011983,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=011984,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA011984%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
