decision_id,year,application_number,drug_brand,drug_generic,company_name,corporate_lineage_and_ticker,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,regulatory_milestone,source_url_1,source_url_2,verification_status,notes
PRE1985-1978-017744,1978,NDA017744,MOTOFEN,DIFENOXIN AND ATROPINE SULFATE,LEGACY (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-07-14,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017744,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017744; brand=MOTOFEN; generic=DIFENOXIN AND ATROPINE SULFATE."
PRE1985-1978-017820,1978,NDA017820,DOBUTREX,,LILLY (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-07-18,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017820,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017820; brand=DOBUTREX; generic=."
PRE1985-1978-017963,1978,NDA017963,LOPRESSOR,METOPROLOL TARTRATE,VALIDUS PHARMS (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-08-07,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017963,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017963; brand=LOPRESSOR; generic=METOPROLOL TARTRATE."
PRE1985-1978-018044,1978,NDA018044,ROCALTROL,,ESJAY PHARMA (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-08-17,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018044,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA018044; brand=ROCALTROL; generic=."
PRE1985-1978-018086,1978,NDA018086,TIMOPTIC,TIMOLOL MALEATE,BAUSCH AND LOMB INC (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-08-17,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018086,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA018086; brand=TIMOPTIC; generic=TIMOLOL MALEATE."
PRE1985-1978-017857,1978,NDA017857,STADOL,,APOTHECON (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-08-22,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017857,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017857; brand=STADOL; generic=."
PRE1985-1978-017982,1978,NDA017982,AMIPAQUE,,GE HEALTHCARE (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-08-23,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017982,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017982; brand=AMIPAQUE; generic=."
PRE1985-1978-017911,1978,NDA017911,CLINORIL,,MERCK (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-09-27,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017911,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017911; brand=CLINORIL; generic=."
PRE1985-1978-050504,1978,NDA050504,MANDOL,,LILLY (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-09-27,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050504,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA050504; brand=MANDOL; generic=."
PRE1985-1978-050517,1978,NDA050517,MEFOXIN,,PHARMOBEDIENT (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-10-18,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050517,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA050517; brand=MEFOXIN; generic=."
PRE1985-1978-018057,1978,NDA018057,CISPLATIN,CISPLATIN,HQ SPCLT PHARMA (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1978-12-19,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018057,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19780101%20TO%2019781231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA018057; brand=CISPLATIN; generic=CISPLATIN."
PRE1985-1979-017989,1979,NDA017989,HEMABATE,CARBOPROST TROMETHAMINE,PFIZER (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1979-01-09,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017989,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19790101%20TO%2019791231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017989; brand=HEMABATE; generic=CARBOPROST TROMETHAMINE."
PRE1985-1979-017862,1979,NDA017862,REGLAN,,HIKMA (current Drugs@FDA holder; approval-era applicant not pinned),Not assigned: historical applicant and period ticker require separate primary-source evidence; no inference made.,APPROVAL (ORIGINAL NDA),1979-02-07,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1980 approval; indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017862,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19790101%20TO%2019791231]&limit=1000&skip=0",Verified from committed openFDA payload,"Pre-1980 Type 1 expansion. Fields are copied from the committed FDA extraction; openFDA sponsor is the current Drugs@FDA holder, not asserted as the historical applicant. Payload product/class/date/priority are verbatim. No ticker or indication guessed. Payload application=NDA017862; brand=REGLAN; generic=."
